Source_File,Source_Format,ID,Latitude,Longitude,Driver_primary_code,Driver_primary,Confidence_primary,Driver_secondary,Confidence_secondary,Region,Region_code,Tags,Notes,Country_Filter,Country_Filter_Source,Active_learning,Noise
training_2001_2025_v1_3.csv,csv,5464,56.73499981621782,118.25500101464922,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5467,68.58500049393297,136.2249998643583,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5473,59.30500043132925,130.98499879848745,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5475,53.57499990686501,128.6749993593131,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5482,56.81500052865657,57.21499984314784,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5483,59.24500097116978,135.1849992420386,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5484,54.56500057384093,121.71500025839018,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5486,59.74500001808691,70.34500122175535,4,Logging,High,Commodity-driven deforestation,High,Asia,5,Not applicable,energy is secondary,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5488,57.535000421116095,43.54500130943333,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5495,55.40499934140713,121.855000495768,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5498,59.1049986397109,130.77499959522254,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5501,58.42499907226393,47.9250001441909,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5502,60.03499987161484,134.00500074551306,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5514,67.64499967146836,145.37499938592526,5,Wildfire,High,Other natural disturbances,High,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5542,60.595000512427085,117.57499920686212,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5552,65.32499858639436,126.07500002024312,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5557,69.2650000035549,142.13499877088125,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5567,66.85500085228612,134.0749997291289,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5577,61.06499867775106,121.82499964806196,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5587,54.10499972160894,47.09499866654773,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5589,57.15500028100861,107.1550008548387,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5594,55.045000526386914,118.6649996908786,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5615,53.59499897509163,114.43500058815602,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5631,65.09500034790992,158.17500058226173,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5642,70.28499928374879,140.76500023545867,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5644,55.44499969256439,122.03499875576512,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5645,67.05500045460964,146.5050002943456,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5646,54.60499872513787,111.0250011654905,5,Wildfire,High,Logging,Medium,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5650,54.91499986916519,68.09500132078954,7,Other natural disturbances,Medium,,Not applicable,Asia,5,Not applicable,flooding,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5671,53.84500068811529,116.75499950148698,5,Wildfire,High,Other natural disturbances,Low,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5673,53.15499940180256,112.40499926626592,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5683,53.34499946016158,111.58499956802576,5,Wildfire,Medium,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5695,58.67499858780281,92.87499951091698,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5698,52.3549987747739,115.31499970662252,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5701,63.42500015937748,121.25499945128256,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5708,61.22500015641161,55.69499930891241,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5712,58.0650002502307,60.86499923059235,6,Settlements & infrastructure,High,,Not applicable,Asia,5,Not applicable,road,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5714,59.355000342632515,98.455000404439,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5715,62.0649989065421,56.174999219066706,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5718,56.17499914549215,91.43499969781416,2,Hard commodities,Medium,,Not applicable,Asia,5,Energy,Looks related to oil refinery/storage,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5720,51.75499995046848,112.76500033658886,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5729,59.72500093776553,107.30500061740534,2,Hard commodities,Medium,,Not applicable,Asia,5,Energy,"Geological exploration, uncertain whether for oil or mining",Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5730,46.91500032490309,128.34500132310944,2,Hard commodities,Medium,,Not applicable,Asia,5,Mining,some sort of quarry or mining,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5738,55.06499956686608,125.61499923382158,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5740,60.04499938364202,39.31499988638995,4,Logging,High,Settlements & infrastructure,High,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5753,61.34499898513653,45.774999958312435,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5754,60.24499900386277,56.30499992085729,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5756,53.97499908275059,116.12499981926496,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5768,54.855000449363715,115.5350006243776,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5785,55.93499913937913,53.095000056529024,2,Hard commodities,High,,Not applicable,Asia,5,Energy,Oil drilling,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5789,65.2049997143022,42.84500045063168,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5791,62.14499963351149,56.544999852816275,7,Other natural disturbances,Medium,,Not applicable,Asia,5,Not applicable,windfall,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5793,60.85499953844309,55.62500036952129,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5800,51.15500118233909,116.53500087269128,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5801,58.84499956632183,46.86500043865136,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5811,52.515000241512915,115.48500075330702,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5815,52.25499897201709,114.62500065127104,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5825,52.43499950022178,115.67500080768772,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5836,59.48499874042798,45.73499958688208,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,5857,58.81500094627706,39.78500034211526,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8526,43.23500010278928,145.01500055106357,1,Permanent agriculture,Medium,,Not applicable,Asia,5,Agriculture,adj to crops and tree crops,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8527,43.244999639070514,145.41499978501278,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8529,43.294999550783075,145.17499983639598,1,Permanent agriculture,High,Noise/non-forest,High,Asia,5,Agriculture,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8543,43.655000586212495,145.01500059844312,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8544,43.66500012438534,40.28499932591097,6,Settlements & infrastructure,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8563,44.36499874947515,146.23500171665228,7,Other natural disturbances,Low,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8564,44.97499929838891,147.80499989062554,5,Wildfire,Medium,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8566,45.69499920176851,42.914999426116985,6,Settlements & infrastructure,Medium,,Not applicable,Asia,5,Not applicable,no images of years prior to deforestation,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8567,45.75499862215593,130.89499843661676,4,Logging,Medium,,Not applicable,Asia,5,Not applicable,adj to cropland,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8571,46.874999949629,137.7749990127303,7,Other natural disturbances,High,,Not applicable,Asia,5,Not applicable,insect damage,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8573,47.304999984904875,125.90500130096224,4,Logging,Medium,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8575,47.59499983417276,126.11500043026444,6,Settlements & infrastructure,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8576,47.6949996498963,134.39500038311203,8,Noise/non-forest,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8577,48.03499941283959,41.175000249499234,4,Logging,Low,,Not applicable,Asia,5,Agriculture,adj to ag,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8580,48.64499997888165,132.4550015749084,5,Wildfire,Low,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8581,48.71499894645425,127.60500010830933,7,Other natural disturbances,Low,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8582,48.7250006910979,139.51500040320877,4,Logging,Medium,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8583,49.19499886033592,138.04499978450298,7,Other natural disturbances,Medium,,Not applicable,Asia,5,Not applicable,insect damage or other natural disturbance,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8590,49.44500063197405,131.01499959225538,7,Other natural disturbances,Medium,,Not applicable,Asia,5,Not applicable,looks like nat dist of some sort,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8593,49.68500056635429,109.64500077248154,5,Wildfire,Medium,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8594,50.11500057143831,40.35499830414525,4,Logging,Medium,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8595,50.12500011858564,107.66499938980904,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8596,50.175000037719514,43.4449992453599,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8597,50.21500039879356,135.35500022260712,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8598,50.24500121937203,130.7249997284285,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8599,50.374999624117365,98.2049986696094,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8600,50.384999142513216,98.30499846165658,5,Wildfire,Medium,,Not applicable,Asia,5,Not applicable,close to sample 8599,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8601,50.49500073197774,37.0449986957875,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8602,50.845000020279784,107.95500149817504,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,"large wildfire in region, later imagery looks like post-burn",Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8603,50.87500082514016,106.90499908220728,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,large wildfire in region,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8604,50.90499946795662,88.99499969708107,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,"large wildfire in area, imagery looks post-burn",Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8606,51.02500056901935,87.81499892098152,5,Wildfire,Medium,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8607,51.025000557253584,94.54499975653104,5,Wildfire,High,Logging,Medium,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8608,51.094999531710414,133.53500036642458,7,Other natural disturbances,Medium,Wildfire,Low,Asia,5,Not applicable,insect damage?,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8610,51.175000260155294,113.52499843923025,5,Wildfire,Medium,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8611,51.20500109532771,88.50500022238698,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,"remote area, part of larger wildfire",Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8612,51.20500107465327,97.00500107624264,7,Other natural disturbances,High,,Not applicable,Asia,5,Not applicable,probable insect damage,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8613,51.215000625447495,88.50500019956539,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8614,51.22500016750779,37.7349999892874,2,Hard commodities,High,,Not applicable,Asia,5,Mining,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8616,51.26500049773999,116.78500035832734,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8617,51.38499936910781,44.86500003551566,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8618,51.40500069621424,95.35499989589074,5,Wildfire,Medium,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8619,51.46500010283376,107.2349993804102,5,Wildfire,Medium,,Not applicable,Asia,5,Not applicable,adj to forestry or cropland,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8620,51.47499962929773,113.5749982817018,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8621,51.484999212632665,49.03499970023895,7,Other natural disturbances,Medium,Commodity-driven deforestation,High,Asia,5,Agriculture,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8622,51.48499916951865,133.69499958375985,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,"remote area, looks burned",Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8623,51.49499870354631,127.37499969319298,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,both overlap w TCL due to fire. 2017 img has burned trees. No good imagery from early 00s,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8624,51.50500050660479,118.1250003353101,1,Permanent agriculture,Low,,Not applicable,Asia,5,Agriculture,no imagery in 2000 and hard to tell from Landsat,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8625,51.53499909536979,65.10500013385746,8,Noise/non-forest,Medium,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8626,51.555000387654715,84.9950009757274,1,Permanent agriculture,Medium,,Not applicable,Asia,5,Agriculture,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8627,51.59500075447207,113.03500114048325,5,Wildfire,High,Commodity-driven deforestation,High,Asia,5,Mining,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8629,51.72499914924831,36.2649993555437,6,Settlements & infrastructure,High,Logging,High,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8631,51.774999038895615,122.76500044616526,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8632,51.824998948482715,80.12499822616616,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8634,51.88500061907967,107.54500048674342,6,Settlements & infrastructure,High,,Not applicable,Asia,5,Not applicable,cemetery according to Google,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8635,51.924998747979586,119.0649989157627,5,Wildfire,Medium,,Not applicable,Asia,5,Not applicable,no prev year imagery,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8636,51.94500003384681,85.94499907741077,4,Logging,Medium,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8637,51.97499863261743,70.45500058171953,5,Wildfire,Medium,,Not applicable,Asia,5,Not applicable,wildfire in a forestry system ,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8638,51.98500040463063,111.19499994858732,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8639,52.05499937949205,71.19499957851937,4,Logging,Medium,,Not applicable,Asia,5,Not applicable,no prev imgs,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8640,52.065001141608576,96.0249999253213,2,Hard commodities,High,,Not applicable,Asia,5,Mining,,Russia,built_in_approx_russia_geometry,0,
